,Symbol,Name,IndustryCode,Industry
834,GDYN,Grid Dynamics Holdings Inc,57201010,IT 서비스 및 컨설팅
835,SPNS,Sapiens International Corporation N.V.,57201020,소프트웨어
836,BUSE,First Busey Corp,55101010,은행
837,ROOT,Root Inc,55301020,손해보험
838,HROW,Harrow Inc,56201040,제약
839,RBCAA,Republic Bancorp Inc,55101010,은행
840,PLAY,Dave & Buster's Entertainment Inc,53301020,레스토랑 및 바
841,ARQT,Arcutis Biotherapeutics Inc,56202010,생명 공학 및 의학 연구
842,KRNT,Kornit Digital Ltd,52102010,산업용 기계 및 장비
843,SABR,Sabre Corp,57201020,소프트웨어
844,HTZ,Hertz Global Holdings Inc,52406020,지상 및 해상 여객 운송
845,DCBO,Docebo Inc,57201020,소프트웨어
846,ALGT,Allegiant Travel Co,52406010,항공사
847,PRAX,Praxis Precision Medicines Inc,56202010,생명 공학 및 의학 연구
848,HLIT,Harmonic Inc,57102010,통신 및 네트워킹
849,INMD,Inmode Ltd,56101010,첨단 의료 장비 및 기술
850,ATEC,Alphatec Holdings Inc,56101020,"의료 장비, 물품 및 유통"
851,MYGN,Myriad Genetics Inc,56101020,"의료 장비, 물품 및 유통"
852,VITL,Vital Farms Inc,54301020,식품 소매 및 유통
853,ACDC,ProFrac Holding Corp,50103020,오일 관련 서비스 및 장비
854,WINA,Winmark Corp,53403090,기타 전문 소매
855,ATSG,Air Transport Services Group Inc,52405010,"배달, 우편, 항공 화물 및 육상 물류"
856,UNIT,Uniti Group Inc,60102040,특수 REITs
857,WLFC,Willis Lease Finance Corp,52203040,경영 지원 서비스
858,NSSC,NAPCO Security Technologies Inc,57102010,통신 및 네트워킹
859,STAA,STAAR Surgical Co,56101020,"의료 장비, 물품 및 유통"
860,MRVI,Maravai LifeSciences Holdings Inc,56202010,생명 공학 및 의학 연구
861,AFYA,Afya Ltd,63103010,전문 및 비즈니스 교육
862,SNDX,Syndax Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
863,NVEE,NV5 Global Inc,52201020,건설 및 엔지니어링
864,MRTN,Marten Transport Ltd,52405030,지상 화물 및 물류
865,INDV,Indivior PLC,56201040,제약
866,SPRY,ARS Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
867,BCYC,Bicycle Therapeutics PLC ADR,56202010,생명 공학 및 의학 연구
868,CMPO,CompoSecure Inc,52203040,경영 지원 서비스
869,DAWN,Day One Biopharmaceuticals Inc,56202010,생명 공학 및 의학 연구
870,IMKTA,Ingles Markets Inc,54301020,식품 소매 및 유통
871,NVAX,Novavax Inc,56202010,생명 공학 및 의학 연구
872,ARHS,Arhaus Inc,53403030,가정용 가구 소매
873,KARO,Karooooo Ltd,57201010,IT 서비스 및 컨설팅
874,ULH,Universal Logistics Holdings Inc,52405030,지상 화물 및 물류
875,LZ,LegalZoom.com Inc,57201030,온라인 서비스
876,AMWD,American Woodmark Corp,53203020,건설 자재 및 비품
877,MDXG,MiMedx Group Inc,56202010,생명 공학 및 의학 연구
878,FOXF,Fox Factory Holding Corp,53101020,"자동차, 트럭 및 오토바이 부품"
879,AHCO,Adapthealth Corp,56101020,"의료 장비, 물품 및 유통"
880,OCSL,Oaktree Specialty Lending Corp,55501030,폐쇄형 펀드
881,ARDX,Ardelyx Inc,56202010,생명 공학 및 의학 연구
882,MESO,Mesoblast Ltd ADR,56202010,생명 공학 및 의학 연구
883,GABC,German American Bancorp Inc,55101010,은행
884,WOOF,Petco Health and Wellness Company Inc,53403090,기타 전문 소매
885,MFIC,MidCap Financial Investment Corp,55102020,투자 관리 및 펀드 운영
886,PGNY,Progyny Inc,56102020,의료 관리
887,ADEA,Adeia Inc,57201010,IT 서비스 및 컨설팅
888,CRAI,CRA International Inc,52203040,경영 지원 서비스
889,CDNA,CareDx Inc,56202010,생명 공학 및 의학 연구
890,RCKT,Rocket Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
891,BLBD,Blue Bird Corp,52102020,중장비 및 차량
892,TASK,Taskus Inc,52203040,경영 지원 서비스
893,KALU,Kaiser Aluminum Corp,51201030,알루미늄
894,FORTY,Formula Systems 1985 Ltd ADR,57201010,IT 서비스 및 컨설팅
895,THRM,Gentherm Inc,53101020,"자동차, 트럭 및 오토바이 부품"
896,GIII,G-III Apparel Group Ltd,53202020,의류 및 액세서리
897,ESTA,Establishment Labs Holdings Inc,56101020,"의료 장비, 물품 및 유통"
898,OLPX,Olaplex Holdings Inc,54201020,개인 생활 필수 용품
899,AMPL,Amplitude Inc,57201020,소프트웨어
900,AMSC,American Superconductor Corp,52102030,전기 부품 및 장비
901,HDL,Super Hi International Holding Ltd ADR,53301020,레스토랑 및 바
902,PLSE,Pulse Biosciences Inc,56101010,첨단 의료 장비 및 기술
903,ULCC,Frontier Group Holdings Inc,52406010,항공사
904,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,55501030,폐쇄형 펀드
905,NMFC,New Mountain Finance Corp,55501030,폐쇄형 펀드
906,QNST,QuinStreet Inc,57201030,온라인 서비스
907,KRUS,Kura Sushi USA Inc,53301020,레스토랑 및 바
908,MXL,Maxlinear Inc,57101010,반도체
909,SAFT,Safety Insurance Group Inc,55301020,손해보험
910,AUPH,Aurinia Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
911,BLFS,BioLife Solutions Inc,56101020,"의료 장비, 물품 및 유통"
912,DAVE,Dave Inc,57301010,핀테크
913,PFBC,Preferred Bank,55101010,은행
914,PEBO,Peoples Bancorp Inc,55101010,은행
915,CBRL,Cracker Barrel Old Country Store Inc,53301020,레스토랑 및 바
916,COHU,Cohu Inc,57101020,반도체 장비 및 테스트
917,PDFS,PDF Solutions Inc,57101020,반도체 장비 및 테스트
918,SBGI,Sinclair Inc,53302020,방송
919,DGII,Digi International Inc,57102010,통신 및 네트워킹
920,TLRY,Tilray Brands Inc,56201040,제약
921,OCFC,OceanFirst Financial Corp,55101010,은행
922,ANIP,ANI Pharmaceuticals Inc,56201040,제약
923,XPEL,Xpel Inc,53101020,"자동차, 트럭 및 오토바이 부품"
924,EMBC,Embecta Corp,56101020,"의료 장비, 물품 및 유통"
925,SCSC,Scansource Inc,57106010,컴퓨터 하드웨어
926,VSAT,Viasat Inc,57102010,통신 및 네트워킹
927,TBLA,Taboola.com Ltd,57201020,소프트웨어
928,INOD,Innodata Inc,57201010,IT 서비스 및 컨설팅
929,ELVN,Enliven Therapeutics Inc,56202010,생명 공학 및 의학 연구
930,PLYA,Playa Hotels & Resorts NV,53301010,"호텔, 모텔 및 크루즈 라인"
931,INVA,Innoviva Inc,56201040,제약
932,MOMO,Hello Group Inc ADR,57201020,소프트웨어
933,DSP,Viant Technology Inc,57201020,소프트웨어
934,PHVS,Pharvaris NV,56202010,생명 공학 및 의학 연구
935,BLMN,Bloomin' Brands Inc,53301020,레스토랑 및 바
936,RDFN,Redfin Corp,60101020,부동산 서비스
937,IGIC,International General Insurance Holdings Ltd,55301020,손해보험
938,SSRM,SSR Mining Inc,51201060,금
939,UPB,Upstream Bio Inc,56202010,생명 공학 및 의학 연구
940,MSEX,Middlesex Water Co,59103010,수자원 유틸리티
941,ECPG,Encore Capital Group Inc,55101050,기업 금융 서비스
942,UDMY,Udemy Inc,57201030,온라인 서비스
943,FWRG,First Watch Restaurant Group Inc,53301020,레스토랑 및 바
944,DXPE,DXP Enterprises Inc,52102010,산업용 기계 및 장비
945,ADV,Advantage Solutions Inc,53302010,광고 및 마케팅
946,XRX,Xerox Holdings Corp,57105010,사무기기
947,BCAX,Bicara Therapeutics Inc,56202010,생명 공학 및 의학 연구
948,CMCO,Columbus McKinnon Corp,52102020,중장비 및 차량
949,ASTL,Algoma Steel Group Inc,51201020,철 및 강철
950,AMSF,Amerisafe Inc,55301020,손해보험
951,CSWC,Capital Southwest Corp,55102020,투자 관리 및 펀드 운영
952,SEPN,Septerna Inc,56202010,생명 공학 및 의학 연구
953,BRKL,Brookline Bancorp Inc,55101010,은행
954,LMB,Limbach Holdings Inc,52201020,건설 및 엔지니어링
955,CECO,CECO Environmental Corp,52203010,환경 서비스 및 장비
956,CRCT,Cricut Inc,57107010,통합 하드웨어 및 소프트웨어
957,BBSI,Barrett Business Services Inc,52203030,고용 서비스
958,AMAL,Amalgamated Bank,55101010,은행
959,VMEO,Vimeo Inc,57201020,소프트웨어
960,AOSL,Alpha and Omega Semiconductor Ltd,57101010,반도체
961,GYRE,Gyre Therapeutics Inc,56202010,생명 공학 및 의학 연구
962,AVAH,Aveanna Healthcare Holdings Inc,56102010,의료 시설 및 서비스
963,ICHR,Ichor Holdings Ltd,57101010,반도체
964,VIR,Vir Biotechnology Inc,56202010,생명 공학 및 의학 연구
965,REPL,Replimune Group Inc,56202010,생명 공학 및 의학 연구
966,NYAX,Nayax Ltd,57301090,기타 핀테크 인프라
967,LILAK,Liberty Latin America Ltd Class C,57401020,무선 통신 서비스
968,SDA,SunCar Technology Group Inc,54201030,개인 서비스
969,ACMR,ACM Research Inc,57101020,반도체 장비 및 테스트
970,CCEC,Capital Clean Energy Carriers Corp,50103030,오일 및 가스 수송 서비스
971,TRS,TriMas Corp,51302010,용기(종이 제외) 및 포장재
972,PNTG,Pennant Group Inc,56102010,의료 시설 및 서비스
973,BFC,Bank First Corp,55101010,은행
974,TIGR,UP Fintech Holding Ltd ADR,55102010,투자 은행 및 중개 서비스
975,FSUN,Firstsun Capital Bancorp,55101010,은행
976,AVDL,Avadel Pharmaceuticals PLC,56201040,제약
977,CTBI,Community Trust Bancorp Inc,55101010,은행
978,FWRD,Forward Air Corp,52405010,"배달, 우편, 항공 화물 및 육상 물류"
979,ETNB,89Bio Inc,56202010,생명 공학 및 의학 연구
980,INDI,indie Semiconductor Inc,57101010,반도체
981,CNOB,ConnectOne Bancorp Inc,55101010,은행
982,BASE,Couchbase Inc,57201020,소프트웨어
983,OPK,OPKO Health Inc,56102010,의료 시설 및 서비스
984,COGT,Cogent Biosciences Inc,56202010,생명 공학 및 의학 연구
985,BHRB,Burke & Herbert Financial Services Corp,55101010,은행
986,CCB,Coastal Financial Corp (EVERETT),55101010,은행
987,CBLL,CeriBell Inc,56101010,첨단 의료 장비 및 기술
988,COMM,CommScope Holding Company Inc,57102010,통신 및 네트워킹
989,NRDS,NerdWallet Inc,55101030,소비자 대출
990,REAX,Real Brokerage Inc,60101020,부동산 서비스
991,VNET,VNET Group Inc ADR,57201010,IT 서비스 및 컨설팅
992,ARRY,Array Technologies Inc,50201010,재생 가능 에너지 장비 및 서비스
993,MGPI,MGP Ingredients Inc,54101020,증류주 및 포도주
994,GCT,GigaCloud Technology Inc,57201030,온라인 서비스
995,GOGO,Gogo Inc,57401020,무선 통신 서비스
996,AVBP,Arrivent Biopharma Inc,56202010,생명 공학 및 의학 연구
997,HSTM,HealthStream Inc,57201020,소프트웨어
998,FMBH,First Mid Bancshares Inc,55101010,은행
999,HTLD,Heartland Express Inc,52405030,지상 화물 및 물류
1000,JBSS,John B Sanfilippo & Son Inc,54102020,식품 가공
1001,RDWR,Radware Ltd,57201020,소프트웨어
1002,BVS,Bioventus Inc,56101020,"의료 장비, 물품 및 유통"
1003,PFC,Premier Financial Corp (OHIO),55101010,은행
1004,EH,EHang Holdings Ltd ADR,52101010,항공우주 및 방위
1005,FBYD,Falcon's Beyond Global Inc,53302030,엔터테인먼트 제작
1006,FIP,Ftai Infrastructure Inc,52405030,지상 화물 및 물류
1007,COLL,Collegium Pharmaceutical Inc,56201040,제약
1008,LENZ,LENZ Therapeutics Inc,56202010,생명 공학 및 의학 연구
1009,LQDA,Liquidia Corp,56201040,제약
1010,BITF,Bitfarms Ltd,57301030,블록 체인 및 암호화폐
1011,ZYME,Zymeworks Inc,56202010,생명 공학 및 의학 연구
1012,PENG,Penguin Solutions Inc,57101010,반도체
1013,TRNS,Transcat Inc,57104010,전자 장비 및 부품
1014,EYE,National Vision Holdings Inc,53403090,기타 전문 소매
1015,RUSHB,Rush Enterprises Inc Class B,53403010,"자동차 차량, 부품 및 서비스 소매"
1016,PAHC,Phibro Animal Health Corp,56201040,제약
1017,AIOT,PowerFleet Inc,57201010,IT 서비스 및 컨설팅
1018,ANGI,Angi Inc,57201030,온라인 서비스
1019,APLT,Applied Therapeutics Inc,56202010,생명 공학 및 의학 연구
1020,HSAI,Hesai Group ADR,57104010,전자 장비 및 부품
1021,IMTX,Immatics NV,56202010,생명 공학 및 의학 연구
1022,HEPS,D Market Elektronik Hizmetler ve Ticaret AS ADR,53402010,백화점
1023,HIMX,Himax Technologies Inc ADR,57101010,반도체
1024,AVO,Mission Produce Inc,54102010,어업 및 농업
1025,HSII,Heidrick & Struggles International Inc,52203030,고용 서비스
1026,BMBL,Bumble Inc,57201030,온라인 서비스
1027,CHY,Calamos Convertible and High Income Closed Fund,55501030,폐쇄형 펀드
1028,TTGT,TechTarget Inc,57201010,IT 서비스 및 컨설팅
1029,PARAA,Paramount Global Class A,53302020,방송
1030,GDEN,Golden Entertainment Inc,53301030,카지노 및 도박
1031,MATW,Matthews International Corp,54201020,개인 생활 필수 용품
1032,UVSP,Univest Financial Corp,55101010,은행
1033,NNE,Nano Nuclear Energy Inc,59101010,전력 유틸리티
1034,JACK,Jack in the Box Inc,53301020,레스토랑 및 바
1035,SCVL,Shoe Carnival Inc,53403040,의류 및 액세서리 소매
1036,SEDG,Solaredge Technologies Inc,50201010,재생 가능 에너지 장비 및 서비스
1037,SLRC,SLR Investment Corp,55501030,폐쇄형 펀드
1038,CHI,Calamos Convertible Opportunities and Income Closed Fund,55501030,폐쇄형 펀드
1039,PSTX,Poseida Therapeutics Inc,56202010,생명 공학 및 의학 연구
1040,STKL,Sunopta Inc,54102020,식품 가공
1041,HCSG,Healthcare Services Group Inc,52203040,경영 지원 서비스
1042,HFWA,Heritage Financial Corp,55101010,은행
1043,ERII,Energy Recovery Inc,52102010,산업용 기계 및 장비
1044,FUFU,BitFuFu Inc,57301030,블록 체인 및 암호화폐
1045,ABCL,Abcellera Biologics Inc,56202010,생명 공학 및 의학 연구
1046,CFFN,Capitol Federal Financial Inc,55101010,은행
1047,EGBN,Eagle Bancorp Inc,55101010,은행
1048,MRNO,Murano Global Investments Plc,60101010,"부동산 임대, 개발 및 운영"
1049,XCH,XCHG Ltd ADR,59101010,전력 유틸리티
1050,AUTL,Autolus Therapeutics PLC ADR,56202010,생명 공학 및 의학 연구
1051,CGBD,Carlyle Secured Lending Inc,55101050,기업 금융 서비스
1052,ASTE,Astec Industries Inc,52102020,중장비 및 차량
1053,BJRI,BJ's Restaurants Inc,53301020,레스토랑 및 바
1054,ADPT,Adaptive Biotechnologies Corp,56202010,생명 공학 및 의학 연구
1055,PRTA,Prothena Corporation PLC,56202010,생명 공학 및 의학 연구
1056,IPX,Iperionx Ltd ADR,51201050,특수 채굴 및 금속
1057,SHLS,Shoals Technologies Group Inc,52102030,전기 부품 및 장비
1058,MCBS,Metrocity Bankshares Inc,55101010,은행
1059,EOLS,Evolus Inc,56201040,제약
1060,HCKT,Hackett Group Inc,52203040,경영 지원 서비스
1061,CAPR,Capricor Therapeutics Inc,56202010,생명 공학 및 의학 연구
1062,TRIN,Trinity Capital Inc,55102020,투자 관리 및 펀드 운영
1063,NBBK,NB Bancorp Inc,55101010,은행
1064,ATLC,Atlanticus Holdings Corp,55101030,소비자 대출
1065,KURA,Kura Oncology Inc,56202010,생명 공학 및 의학 연구
1066,PTLO,Portillos Inc,53301020,레스토랑 및 바
1067,MBUU,Malibu Boats Inc,53205020,오락용 제품
1068,CFB,CrossFirst Bankshares Inc,55101010,은행
1069,GLDD,Great Lakes Dredge & Dock Corp,52201020,건설 및 엔지니어링
1070,CSTL,Castle Biosciences Inc,56101020,"의료 장비, 물품 및 유통"
1071,IMNM,Immunome Inc,56202010,생명 공학 및 의학 연구
1072,FCBC,First Community Bankshares Inc,55101010,은행
1073,MNRO,Monro Inc,53403010,"자동차 차량, 부품 및 서비스 소매"
1074,BFST,Business First Bancshares Inc,55101010,은행
1075,CTKB,Cytek Biosciences Inc,56101010,첨단 의료 장비 및 기술
1076,PRAA,PRA Group Inc,55101050,기업 금융 서비스
1077,OSBC,Old Second Bancorp Inc,55101010,은행
1078,ARKO,Arko Corp.,50102030,"오일, 가스 정제 및 마케팅"
1079,CSIQ,Canadian Solar Inc,50201010,재생 가능 에너지 장비 및 서비스
1080,RCAT,Red Cat Holdings Inc,52101010,항공우주 및 방위
1081,TIPT,Tiptree Inc,55601010,투자 지주 회사
1082,NESR,National Energy Services Reunited Corp,50103020,오일 관련 서비스 및 장비
1083,PLRX,Pliant Therapeutics Inc,56201040,제약
1084,HNST,Honest Company Inc,53403090,기타 전문 소매
1085,CRGX,CARGO Therapeutics Inc,56202010,생명 공학 및 의학 연구
1086,BELFB,Bel Fuse Inc Class B,57104010,전자 장비 및 부품
1087,RAPP,Rapport Therapeutics Inc,56202010,생명 공학 및 의학 연구
1088,QUBT,Quantum Computing Inc,57201020,소프트웨어
1089,LX,Lexinfintech Holdings Ltd ADR,55101030,소비자 대출
1090,IIIV,I3 Verticals Inc,57301010,핀테크
1091,GSM,Ferroglobe PLC,51201050,특수 채굴 및 금속
1092,TH,Target Hospitality Corp,53301010,"호텔, 모텔 및 크루즈 라인"
1093,NBN,Northeast Bank,55101010,은행
1094,ERAS,Erasca Inc,56202010,생명 공학 및 의학 연구
1095,MBWM,Mercantile Bank Corp,55101010,은행
1096,TCPC,BlackRock TCP Capital Corp,55102020,투자 관리 및 펀드 운영
1097,PGY,Pagaya Technologies Ltd,57301010,핀테크
1098,AVXL,Anavex Life Sciences Corp,56202010,생명 공학 및 의학 연구
1099,HBNC,Horizon Bancorp Inc,55101010,은행
1100,HAFC,Hanmi Financial Corp,55101010,은행
1101,CRON,Cronos Group Inc,56201040,제약
1102,TYRA,Tyra Biosciences Inc,56202010,생명 공학 및 의학 연구
1103,PUBM,PubMatic Inc,57201020,소프트웨어
1104,RLAY,Relay Therapeutics Inc,56202010,생명 공학 및 의학 연구
1105,IBCP,Independent Bank Corp (Michigan),55101010,은행
1106,CDMO,Avid Bioservices Inc,56201040,제약
1107,CGEM,Cullinan Therapeutics Inc,56202010,생명 공학 및 의학 연구
1108,PCRX,Pacira Biosciences Inc,56201040,제약
1109,LQDT,Liquidity Services Inc,57201030,온라인 서비스
1110,DJCO,Daily Journal Corp,57201030,온라인 서비스
1111,UFCS,United Fire Group Inc,55301020,손해보험
1112,ODP,ODP Corp,53403090,기타 전문 소매
1113,GOOD,Gladstone Commercial Corp,60102010,복합부동산 REITs
1114,CRSR,Corsair Gaming Inc,57106010,컴퓨터 하드웨어
1115,SWIM,Latham Group Inc,53205020,오락용 제품
1116,ORRF,Orrstown Financial Services Inc,55101010,은행
1117,SNCY,Sun Country Airlines Holdings Inc,52406010,항공사
1118,LPRO,Open Lending Corp,52203070,전문 정보 서비스
1119,ANAB,AnaptysBio Inc,56202010,생명 공학 및 의학 연구
1120,WEST,Westrock Coffee Co,54102020,식품 가공
1121,HBT,HBT Financial Inc,55101010,은행
1122,RPAY,Repay Holdings Corp,52203040,경영 지원 서비스
1123,UXIN,Uxin Ltd ADR,53403010,"자동차 차량, 부품 및 서비스 소매"
1124,SCWX,SecureWorks Corp,57201010,IT 서비스 및 컨설팅
1125,GSBC,Great Southern Bancorp Inc,55101010,은행
1126,OFIX,Orthofix Medical Inc,56101020,"의료 장비, 물품 및 유통"
1127,HAIN,Hain Celestial Group Inc,54102020,식품 가공
1128,SBC,SBC Medical Group Holdings Inc,52203040,경영 지원 서비스
1129,TRDA,Entrada Therapeutics Inc,56202010,생명 공학 및 의학 연구
1130,SEAT,Vivid Seats Inc,57201030,온라인 서비스
1131,SCHL,Scholastic Corp,53302040,소비자 출판
1132,SMBC,Southern Missouri Bancorp Inc,55101010,은행
1133,TECX,Tectonic Therapeutic Inc,56202010,생명 공학 및 의학 연구
1134,DH,Definitive Healthcare Corp,57201020,소프트웨어
1135,SHEN,Shenandoah Telecommunications Co,57401010,통합 통신 서비스
1136,DMRC,Digimarc Corp,57201020,소프트웨어
1137,DAKT,Daktronics Inc,57104010,전자 장비 및 부품
1138,PRTH,Priority Technology Holdings Inc,57301010,핀테크
1139,DDI,DoubleDown Interactive Co Ltd ADR,53301030,카지노 및 도박
1140,CRESY,Cresud SACIF y A ADR,54102010,어업 및 농업
1141,ORKA,Oruka Therapeutics Inc,56202010,생명 공학 및 의학 연구
1142,ADSE,Ads-Tec Energy PLC,52102030,전기 부품 및 장비
1143,LIND,Lindblad Expeditions Holdings Inc,53301010,"호텔, 모텔 및 크루즈 라인"
1144,FDUS,Fidus Investment Corp,55501030,폐쇄형 펀드
1145,CCAP,Crescent Capital BDC Inc,55501030,폐쇄형 펀드
1146,IMOS,ChipMOS Technologies Inc ADR,57101020,반도체 장비 및 테스트
1147,DNTH,Dianthus Therapeutics Inc,56202010,생명 공학 및 의학 연구
1148,TRST,TrustCo Bank Corp NY,55101010,은행
1149,WRLD,World Acceptance Corp,55101030,소비자 대출
1150,NTGR,NETGEAR Inc,57102010,통신 및 네트워킹
1151,BTBT,Bit Digital Inc,57301030,블록 체인 및 암호화폐
1152,RMR,RMR Group Inc,60101020,부동산 서비스
1153,EU,enCore Energy Corp,50301010,우라늄
1154,CEVA,CEVA Inc,57101010,반도체
1155,AMRK,A-Mark Precious Metals Inc,51201010,금 제외 귀금속 및 광물
1156,FSBC,Five Star Bancorp,55101010,은행
1157,ORIC,Oric Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
1158,GPRE,Green Plains Inc,50201020,재생 가능 연료
1159,EZPW,EZCORP Inc,55101030,소비자 대출
1160,ABL,Abacus Life Inc,55301010,복합보험 및 중개인
1161,OSPN,OneSpan Inc,57201020,소프트웨어
1162,CLNE,Clean Energy Fuels Corp,50102030,"오일, 가스 정제 및 마케팅"
1163,CAC,Camden National Corp,55101010,은행
1164,SSYS,Stratasys Ltd,57104010,전자 장비 및 부품
1165,RBBN,Ribbon Communications Inc,57102010,통신 및 네트워킹
1166,VREX,Varex Imaging Corp,56101010,첨단 의료 장비 및 기술
1167,LAB,Standard BioTools Inc,56101010,첨단 의료 장비 및 기술
1168,MOFG,Midwestone Financial Group Inc (IOWA),55101010,은행
1169,IRMD,IRadimed Corp,56101010,첨단 의료 장비 및 기술
1170,MBX,MBX Biosciences Inc,56202010,생명 공학 및 의학 연구
1171,THRY,Thryv Holdings Inc,53302010,광고 및 마케팅
1172,EVER,EverQuote Inc,57201030,온라인 서비스
1173,DOGZ,Dogness International Corp,53202020,의류 및 액세서리
1174,BIOA,BIOAGE Labs Inc,56202010,생명 공학 및 의학 연구
1175,TSAT,Telesat Corp,57401020,무선 통신 서비스
1176,ADTN,ADTRAN Holdings Inc,57102010,통신 및 네트워킹
1177,OPAL,Opal Fuels Inc,50102020,"오일, 가스 탐사 및 생산"
1178,OCS,Oculis Holding AG,56202010,생명 공학 및 의학 연구
1179,TRML,Tourmaline Bio Inc,56202010,생명 공학 및 의학 연구
1180,CCBG,Capital City Bank Group Inc,55101010,은행
1181,PLPC,Preformed Line Products Co,52102030,전기 부품 및 장비
1182,CTLP,Cantaloupe Inc,57301010,핀테크
1183,ACIC,American Coastal Insurance Corp,55301020,손해보험
1184,INNV,InnovAge Holding Corp,56102010,의료 시설 및 서비스
1185,NCMI,National Cinemedia Inc,53302010,광고 및 마케팅
1186,OMER,Omeros Corp,56202010,생명 공학 및 의학 연구
1187,ABUS,Arbutus Biopharma Corp,56202010,생명 공학 및 의학 연구
1188,IMXI,International Money Express Inc,52203040,경영 지원 서비스
1189,NEXN,Nexxen International Ltd ADR,53302010,광고 및 마케팅
1190,HTBK,Heritage Commerce Corp,55101010,은행
1191,HTBI,HomeTrust Bancshares Inc,55101010,은행
1192,ESQ,Esquire Financial Holdings Inc,55101010,은행
1193,ATEX,Anterix Inc,57401020,무선 통신 서비스
1194,SVA,Sinovac Biotech Ltd,56201040,제약
1195,CVAC,CureVac NV,56202010,생명 공학 및 의학 연구
1196,MLAB,Mesa Laboratories Inc,56101020,"의료 장비, 물품 및 유통"
1197,PPTA,Perpetua Resources Corp,51201060,금
1198,MLYS,Mineralys Therapeutics Inc,56202010,생명 공학 및 의학 연구
1199,PGC,Peapack-Gladstone Financial Corp,55101010,은행
1200,RGTI,Rigetti Computing Inc,57101010,반도체
1201,ECX,Ecarx Holdings Inc.,57107010,통합 하드웨어 및 소프트웨어
1202,ALTI,AlTi Global  Inc,55102020,투자 관리 및 펀드 운영
1203,TSHA,Taysha Gene Therapies Inc,56202010,생명 공학 및 의학 연구
1204,REAL,RealReal Inc,53402010,백화점
1205,EOSE,Eos Energy Enterprises Inc,52102030,전기 부품 및 장비
1206,STOK,Stoke Therapeutics Inc,56202010,생명 공학 및 의학 연구
1207,SPTN,SpartanNash Co,54301020,식품 소매 및 유통
1208,EVLV,Evolv Technologies Holdings Inc,57102010,통신 및 네트워킹
1209,SLP,Simulations Plus Inc,56101010,첨단 의료 장비 및 기술
1210,SPFI,South Plains Financial Inc,55101010,은행
1211,CCD,Calamos Dynamic Convertible And Income Closed Fund,55501030,폐쇄형 펀드
1212,FNKO,Funko Inc,53205010,장난감 및 어린이 제품
1213,WASH,Washington Trust Bancorp Inc,55101010,은행
1214,MNTK,Montauk Renewables Inc,59101010,전력 유틸리티
1215,LEGH,Legacy Housing Corp,53203010,주택 건설
1216,KIDS,OrthoPediatrics Corp,56101020,"의료 장비, 물품 및 유통"
1217,DHC,Diversified Healthcare Trust,60102040,특수 REITs
1218,GLAD,Gladstone Capital Corp,55501030,폐쇄형 펀드
1219,MPB,Mid Penn Bancorp Inc,55101010,은행
1220,CLMB,Climb Global Solutions Inc,57107010,통합 하드웨어 및 소프트웨어
1221,KRT,Karat Packaging Inc,51302010,용기(종이 제외) 및 포장재
1222,CRML,Critical Metals Corp,51201050,특수 채굴 및 금속
1223,MGIC,Magic Software Enterprises Ltd,57201020,소프트웨어
1224,HIFS,Hingham Institution For Savings,55101010,은행
1225,WLDN,Willdan Group Inc,52203040,경영 지원 서비스
1226,RSVR,Reservoir Media Inc,53302030,엔터테인먼트 제작
1227,AXGN,AxoGen Inc,56101010,첨단 의료 장비 및 기술
1228,LYTS,LSI Industries Inc,53203020,건설 자재 및 비품
1229,RXT,Rackspace Technology Inc,57201010,IT 서비스 및 컨설팅
1230,ALT,Altimmune Inc,56202010,생명 공학 및 의학 연구
1231,SWBI,Smith & Wesson Brands Inc,52101010,항공우주 및 방위
1232,CASS,Cass Information Systems Inc,52203040,경영 지원 서비스
1233,FRPH,FRP Holdings Inc,60101010,"부동산 임대, 개발 및 운영"
1234,PHAT,Phathom Pharmaceuticals Inc,56201040,제약
1235,SFIX,Stitch Fix Inc,57201030,온라인 서비스
1236,EYPT,EyePoint Pharmaceuticals Inc,56201040,제약
1237,ITRN,Ituran Location and Control Ltd,57102010,통신 및 네트워킹
1238,MNMD,Mind Medicine (MindMed) Inc,56202010,생명 공학 및 의학 연구
1239,CRMD,CorMedix Inc,56201040,제약
1240,IGMS,IGM Biosciences Inc,56202010,생명 공학 및 의학 연구
1241,CNDT,Conduent Inc,57201010,IT 서비스 및 컨설팅
1242,TREE,Lendingtree Inc,55101030,소비자 대출
1243,CDXC,Chromadex Corp,56202010,생명 공학 및 의학 연구
1244,FMNB,Farmers National Banc Corp,55101010,은행
1245,GRAL,Grail Inc,56202010,생명 공학 및 의학 연구
1246,ATXS,Astria Therapeutics Inc,56202010,생명 공학 및 의학 연구
1247,CCNE,CNB Financial Corp,55101010,은행
1248,CRVS,Corvus Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
1249,OLMA,Olema Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
1250,BAND,Bandwidth Inc,57201020,소프트웨어
